State,IHE,Program Title,Level of Degree,Format,Alternate Route to Certification,Category of Credentialling,URL for Program
Pennsylvania,Eastern University,MEd in Special Education,Masters,Online,No,ECSE,https://www.eastern.edu/academics/graduate-programs/med-special-education
Pennsylvania,Edinboro University of Pennsylvania,M.Ed. in Special Education with PK-12 certification (for students seeking initial cert),Masters,Hybrid,No,ECSE,https://edinboro.edu/academics/majors-and-programs/graduate/special-education-med/index.php
Pennsylvania,Elizabethtown College,Master of Education in Special Education (M.Ed.),Masters,In Person,No,ECSE,https://www.etown.edu/depts/education/master-of-education.aspx
Pennsylvania,Gwynedd Mercy University,Online Master's Degree in Special Education,Masters,Online,No,ECSE,https://www.gmercyu.edu/academics/programs/online-master-science-education-special-education-certification-prek-8th-grade
Pennsylvania,Holy Family University,"Initial Teacher Certification, Special Education Pre K-12, M.Ed.",Masters,Online,No,ECSE,https://www.holyfamily.edu/academics/programs/initial-teacher-certification-special-education-pre-k-12-med
Pennsylvania,Holy Family University,MEd with Certification in Special Education* (22 credits),Masters,In Person,No,ECSE,https://www.holyfamily.edu/academics/programs/special-education-teacher-certification-med
Pennsylvania,Immaculata University,"M.A. (Instructional Track) plus initial PK-4 AND INITIAL SPECIAL EDUCATION (PK-12) 
CERTIFICATIONS",Masters,In Person,No,Dual,https://www.immaculata.edu/academics/degrees-programs/prek-4-certification-graduate-studies/
Pennsylvania,Indiana University of Pennsylvania-Main Campus,"Special Education, MEd and Special Education Certification",Masters,Hybrid,No,ECSE,https://www.iup.edu/special-ed/grad/edex-certification-med/index.html
Pennsylvania,Juniata College,MEd SpEd P-12,Masters,Online,No,ECSE,https://www.juniata.edu/academics/graduate-programs/master-of-education-special-education/index.php
Pennsylvania,King's College,Master’s Degree: Special Education,Masters,In Person,No,ECSE,https://www.kings.edu/academics/graduate_curriculum
Pennsylvania,La Salle University,M.A. Education - Early Childhood (PreK–4) AND Special Education (PreK–8) Certification,Masters,Hybrid,No,Dual,https://www.lasalle.edu/grad-education-programs/dual-certification-in-early-childhood-prek-4-and-special-education-certification-prek-8/
Pennsylvania,La Salle University,M.A. Education - Special Education (PreK-12),Masters,Hybrid,No,ECSE,https://www.lasalle.edu/education-m-a/programs-offered/master-of-arts-in-education-with-certification-in-special-education-prek-12/
Pennsylvania,Lancaster Bible College,MEd Special Education P-12,Masters,In Person,No,ECSE,http://lbc.smartcatalogiq.com/2022-2023/Graduate-Catalog/Graduate-School-Programs/Education/Special-Education-PreK12-MEd
Pennsylvania,Lehigh University,Master's (M.ED.) in Special Education and Special Education PreK-12 PA Teacher Certification,Masters,In Person,No,ECSE,https://ed.lehigh.edu/academics/degrees/masters-special-education-and-certification
Pennsylvania,Lehigh University,Master's (M.ED.) in Special Education with Special Education PreK-12 and General Education PreK-4 PA Teacher Certification,Masters,In Person,No,Dual,https://ed.lehigh.edu/academics/degrees/masters-special-education-and-prek-4-certification
Pennsylvania,Lincoln University,Master of Education (M.Ed.) - Early Childhood Education PreK-4/Special Education PreK-8 Dual Certification Program,Masters,In Person,No,Dual,https://www.lincoln.edu/academics/programs/graduate-programs/master-education-med-early-childhood-education-prek-4special-education.html
Pennsylvania,Mansfield University of Pennsylvania,"M.Ed., Special Education - certification PK-8",Masters,Online,No,ECSE,http://catalog.mansfield.edu/preview_program.php?catoid=38&poid=4016&returnto=844
Pennsylvania,Marywood University,Master of Science (MS) in Special Education,Masters,Hybrid,No,ECSE,http://www.marywood.edu/progs/grad/special-ed
Pennsylvania,Mercyhurst University,MS Special Ed Autism Concentration,Masters,In Person,No,ECSE,https://www.course-catalog.com/mercyhurst/g/2022-2023/degree/31
Pennsylvania,Mercyhurst University,MS Special Ed Core Curriculum,Masters,In Person,No,ECSE,https://www.course-catalog.com/mercyhurst/g/2022-2023/degree/24
Pennsylvania,Mercyhurst University,MS Special Ed English Language Learners Concentration,Masters,In Person,No,ECSE,https://www.course-catalog.com/mercyhurst/g/2022-2023/degree/25
Pennsylvania,Messiah College,Master of Education - Special Education with Teaching Certification (PK-8 or 7-12),Masters,Online,No,ECSE,https://www.messiah.edu/graduate/special-education-with-teaching-certification
Pennsylvania,Millersville University of Pennsylvania,M.Ed. Special Education with certification,Masters,In Person,No,ECSE,https://www.millersville.edu/programs/special-education-grad.php
Pennsylvania,Neumann University,MS in Education with Dual Teaching Certification (Early Elementary PK-4 and Special Education PK-12),Masters,Hybrid,No,Dual,https://www.neumann.edu/graduate-programs-in-education
Pennsylvania,Point Park University,M.A. in Special Education with Grades PreK-12 Special Education Certification (for certified teachers),Masters,Online,No,ECSE,https://www.graduateprogram.org/point-park/programs/m-a-in-special-education-with-grades-prek-12-special-education-certification-for-certified-teachers/
Pennsylvania,Point Park University,M.ED.Special Education with Grades PreK-12 Special Education Certification (for non-certified teachers),Masters,Online,No,ECSE,https://www.graduateprogram.org/point-park/programs/m-ed-in-special-education-with-grades-prek-12-special-education-certification-for-non-certified-teachers/
Pennsylvania,Robert Morris University,MS IL w/ Teacher Certification in PK-12 Special Education,Masters,In Person,No,ECSE,https://www.rmu.edu/academics/certificates/special-education-pk-12
Pennsylvania,Saint Joseph's University,"M.S. Elementary Education, Deaf and Hard of Hearing Education PK-12 Certification",Masters,Hybrid,No,Dual,https://academiccatalog.sju.edu/education-humandev/education/teacher-edu/4-8-grad/#requirementstext
Pennsylvania,Saint Joseph's University,Masters’ Degree with PK-12 Special Education Certification,Masters,Hybrid,No,ECSE,https://www.sju.edu/degree-programs/special-education-ms
Pennsylvania,Saint Vincent College,Master of Science Degree in Special Education,Masters,In Person,No,ECSE,https://www.stvincent.edu/academics/graduate-programs/programs/special-education.html
Pennsylvania,Seton Hill University,M.A. Special Education (Pre K to Grade 12) + Teaching Cert,Masters,Online,No,ECSE,https://www.setonhill.edu/academics/graduate-programs/special-education-ma/
Pennsylvania,Shippensburg University of Pennsylvania,MEd Comprehensive PA Special Education Certification PK-12,Masters,In Person,No,ECSE,https://www.ship.edu/programs/special-education-certification/
Pennsylvania,Shippensburg University of Pennsylvania,"Special Education, Behavioral Disorders Concentration, M.Ed.",Masters,In Person,No,ECSE,https://catalog.ship.edu/preview_program.php?catoid=17&poid=3282&returnto=426
Pennsylvania,Shippensburg University of Pennsylvania,"Special Education, Intellectual Disabilities/Developmental Disabilities, MEd",Masters,In Person,No,ECSE,https://catalog.ship.edu/preview_program.php?catoid=17&poid=3281&returnto=426
Pennsylvania,Slippery Rock University of Pennsylvania,M.Ed. Special Education PK-12,Masters,Online,No,ECSE,https://catalog.sru.edu/graduate/education/special-education/#programstext
Pennsylvania,Temple University,Master of Education (MEd) in Special Education,Masters,Hybrid,No,ECSE,https://www.temple.edu/academics/degree-programs/special-education-med-ed-sped-med
Pennsylvania,Temple University,Master of Education in Early Childhood Education and Special Education,Masters,In Person,No,Dual,https://www.temple.edu/academics/degree-programs/early-childhood-and-special-education-med-ed-edse-med
Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Master of Education in PreK-12 Special Education,Masters,In Person,No,ECSE,https://www.education.pitt.edu/academics/special-education/master-education-prek-12-special
Pennsylvania,University of Scranton,MS in Special Education (PreK-12 pathway),Masters,In Person,No,ECSE,https://www.scranton.edu/academics/graduate-education/programs/cas/Education/special.shtml
Pennsylvania,University of Valley Forge,PA PREK-4 TEACHER CERTIFICATION WITH SPECIAL EDUCATION PREK-12 CERTIFICATION,Masters,Online,No,Dual,https://valleyforge.edu/academics/undergraduate-degrees/education/
Pennsylvania,Waynesburg University,Master of Education in Special Education with Special Education Certification,Masters,In Person,No,ECSE,https://www.waynesburg.edu/academics/graduate-and-professional-studies/master-education/special-education-certification
Pennsylvania,West Chester University of Pennsylvania,M.Ed. Special Education,Masters,In Person,No,ECSE,https://catalog.wcupa.edu/graduate/education-social-work/special-education/special-education-med/
Pennsylvania,Westminster College,Master of Education in Special Education and Reading Specialist,Masters,In Person,No,ECSE,https://catalog.westminster.edu/preview_program.php?catoid=6&poid=784&returnto=164
Pennsylvania,Widener University,M.Ed. Special Education (Pre-K-12) Certification,Masters,In Person,No,ECSE,https://www.widener.edu/academics/graduate-studies/special-education-med
Pennsylvania,Wilkes University,Master Degree with PK-12 Special Education Certification ONLINE,Masters,Online,No,ECSE,https://www.wilkes.edu/bulletin/current/graduate/degrees-programs/education/ms-in-education-with-special-education-certification-option/index.aspx
Pennsylvania,Wilson College,Master of Ed. with TOP Special Education (PreK-12),Masters,Online,No,ECSE,https://wilson.smartcatalogiq.com/en/current/catalog/major-and-minor-requirements/teacher-certification-pathways/education-certification-plus-master-of-education-or-special-education/
Pennsylvania,Wilson College,Master of Special Education with Cert. in PreK-12,Masters,Online,No,ECSE,https://www.wilson.edu/master-special-education
Pennsylvania,Arcadia University,"Special Education, Certification PK-12 (Add-on)",State Certification or Credential Only,In Person,No,ECSE,https://www.arcadia.edu/academics/school-education/teacher-certification/post-baccalaureate-graduate-certification/
Pennsylvania,Cabrini University,PreK-12 Special-Education Certification only,State Certification or Credential Only,Hybrid,No,ECSE,https://www.cabrini.edu/graduate-degrees/programs/education/teacher-certifications/prek-special-education
Pennsylvania,Holy Family University,Certification only SpEd P-12,State Certification or Credential Only,Online,No,ECSE,https://www.holyfamily.edu/academics/programs/special-education-certification-med
Pennsylvania,Seton Hill University,"Elementary Education (Pre K to Grade 4) with Special Education (Pre K to Grade 12), Teaching Certification",State Certification or Credential Only,In Person,No,Dual,https://www.setonhill.edu/academics/undergraduate-programs/elementary-education-with-special-education/
Pennsylvania,The Pennsylvania State University - Harrisburg,PK-12 Special Education (Certification) Pathway 1 Option 1,State Certification or Credential Only,In Person,No,ECSE,https://harrisburg.psu.edu/behavioral-sciences-education/teacher-education/pk-12-special-ed-certification
Pennsylvania,The Pennsylvania State University - Harrisburg,PK-12 Special Education (Certification) Pathway 2 Option 1,State Certification or Credential Only,In Person,No,ECSE,https://harrisburg.psu.edu/behavioral-sciences-education/teacher-education/pk-12-special-ed-certification
Pennsylvania,The Pennsylvania State University - Harrisburg,PK-12 Special Education (Certification) Pathway 2 Option 2,State Certification or Credential Only,In Person,No,ECSE,https://harrisburg.psu.edu/behavioral-sciences-education/teacher-education/pk-12-special-ed-certification
Pennsylvania,The Pennsylvania State University - Harrisburg,PK-12 Special Education (Certification) Pathway 2 Option 3,State Certification or Credential Only,In Person,No,ECSE,https://harrisburg.psu.edu/behavioral-sciences-education/teacher-education/pk-12-special-ed-certification
Pennsylvania,Westminster College,Certification in Special Education PK-8,State Certification or Credential Only,In Person,No,ECSE,https://catalog.westminster.edu/preview_program.php?catoid=6&poid=791&returnto=164
Rhode Island,Salve Regina University,BA Early Childhood Education and Special Education,Bachelors,In Person,No,Dual,https://www.salve.edu/early-childhood-education-and-special-education
Rhode Island,Rhode Island College,BS ECE Community Programs concentration + MA 5th Year ECSE,Integrated Bachelors/Masters,In Person,No,Dual,https://www.ric.edu/department-directory/department-elementary-education/department-elementary-education-undergraduate-programs/early-childhood-education-bs  
Rhode Island,Rhode Island College,BS ECE Teaching concentration + MA 5th Year ECSE,Integrated Bachelors/Masters,In Person,No,Dual,https://ric.smartcatalogiq.com/en/2023-2024/catalog/feinstein-school-of-education-and-human-development/early-childhood-education/early-childhood-education-b-s/
Rhode Island,Rhode Island College,BS ECE Birth to 3 concentration + MA 5th Year ECSE,Integrated Bachelors/Masters,In Person,No,Dual,https://www.ric.edu/department-directory/department-elementary-education/department-elementary-education-undergraduate-programs/early-childhood-education-bs  
Rhode Island,Rhode Island College,MEd Special Ed - ECSE,Masters,In Person,No,ECSE,https://www.ric.edu/department-directory/department-special-education/department-special-education-graduate-programs/special-education-med
South Carolina,University of South Carolina - Columbia,Special Education early childhood special ed specialization certification,Masters,In Person,No,ECSE,https://sc.edu/study/colleges_schools/education/study/advanced_study_in_education/special_education/special_education_med/index.php
South Carolina,Southern Wesleyan University,Early Childhood Special Education Endorsement,State Certification or Credential Only,Online,No,ECSE,https://www.swu.edu/academics/school-of-education/graduate-education-teacher-endorsement-courses/
South Carolina,University of South Carolina - Columbia,Early Childhood (ages 3-5) Special Education Add-On,State Certification or Credential Only,In Person,No,ECSE,https://sc.edu/study/colleges_schools/education/study/advanced_study_in_education/special_education/early_childhood/index.php
South Dakota,Black Hills State University,Early Childhood Special Education,Bachelors,In Person,No,ECSE,https://www.bhsu.edu/academics/Education/Undergraduate-Programs/Early-Childhood-Special-Education
South Dakota,South Dakota State University,Early Childhood Education (B.S.) - Birth to 8 Specialization,Bachelors,Hybrid,No,Dual,https://www.sdstate.edu/programs/undergraduate/early-childhood-education-bs-birth-8-specialization
South Dakota,South Dakota State University,Early Childhood Special Education Endorsement,State Certification or Credential Only,Hybrid,No,ECSE,https://catalog.sdstate.edu/preview_program.php?catoid=49&poid=11292&hl=%22early+childhood+special+education%22&returnto=search
Tennessee,Carson-Newman University,Child & Fam. Studies with Integrated Early Childhood Licensure (P-3),Bachelors,In Person,No,Blended,https://www.cn.edu/programs/child-and-family-studies/
Tennessee,Cumberland University,Special Education - Early Childhood PreK-3,Bachelors,In Person,No,ECSE,https://cumberland.smartcatalogiq.com/en/current-catalog/current-catalog/millard-and-jj-oakley-school-of-humanities-education-and-the-arts/special-education/
Tennessee,Lee University,"Special Education, Early Childhood, Pre-K-3 Licensure (SPEDP.BST)",Bachelors,In Person,No,ECSE,https://www.leeuniversity.edu/academics/education/ecese/sped-early-childhood/
Tennessee,Lipscomb University,Interdisciplinary teaching prek-3 ECE+SpEd and ELL Endorsement,Bachelors,In Person,No,Blended,https://www.lipscomb.edu/academics/programs/interdisciplinary-teaching
Tennessee,Tennessee Technological University,"ECED-ECSE - Early Childhood Education, Early Childhood/Special Education, Pre-K-3 Concentration, B.S.",Bachelors,In Person,No,Blended,https://www.tntech.edu/majors/early-childhood-education_early-childhood-special-education.php
Tennessee,The University of Tennessee-Chattanooga,"Interdisciplinary Educational Studies: Early Childhood and Early Childhood Special Education, B.S",Bachelors,In Person,No,Blended,https://catalog.utc.edu/preview_program.php?catoid=45&poid=8442&hl=%22Early+Childhood%22&returnto=search
Tennessee,The University of Tennessee-Knoxville,"Child and Family Studies Major, BS in Health and Human Sciences – Early Childhood Education Teacher Licensure Pre K-3 Track",Bachelors,In Person,No,Blended,https://catalog.utk.edu/preview_program.php?catoid=43&poid=25773&hl=%22Early+Childhood%22&returnto=search
Tennessee,The University of Tennessee-Knoxville,"Child and Family Studies Major, BS in Health and Human Sciences – Early Development and Learning Pre K-K Track",Bachelors,In Person,No,Blended,https://catalog.utk.edu/preview_program.php?catoid=43&poid=25774&hl=Child+and+Family+Studies+Major%2C+BS+in+Health+and+Human+Sciences+%E2%80%93+Early+Childhood+Education+Teacher+Licensure+Pre+K-3+Track&returnto=search
Tennessee,The University of Tennessee-Martin,"Integrated Studies
PreK-3",Bachelors,In Person,No,Blended,https://www.utm.edu/academics/majors-and-programs/education-integrated-studies-pre-k-to-grade-3
Tennessee,East Tennessee State University,"Special Education: Early Childhood Special Education, Graduate Certificate",Graduate Certificate,In Person,No,ECSE,https://catalog.etsu.edu/preview_program.php?catoid=51&poid=15772&returnto=2480
Tennessee,Carson-Newman University,MAT Integrated Early Childhood,Masters,Hybrid,No,Blended,https://www.cn.edu/programs/master-of-arts-in-teaching/
Tennessee,East Tennessee State University,"Special Education, M.Ed. (Early Childhood Special Education Concentration)",Masters,In Person,No,ECSE,https://catalog.etsu.edu/preview_program.php?catoid=51&poid=15737&returnto=2480
Tennessee,Lee University,"Master of Arts in Teaching, Special Education, Early Childhood, PreK-3 Licensure (SPEDP.MAT)",Masters,In Person,No,ECSE,https://www.leeuniversity.edu/academics/graduate/education/
Tennessee,Lipscomb University,"Instructional Practice PreK-3/Special Education, M.Ed.",Masters,In Person,No,Blended,https://www.lipscomb.edu/academics/programs/instructional-practice
Tennessee,Tennessee Technological University,Curriculum and Instruction Early Childhood + Lic Special Educ Early Childhood,Masters,Hybrid,No,Blended,https://www.tntech.edu/majors/curriculum-and-instruction_early-childhood-education-masters.php
Tennessee,University of Memphis,"Early Childhood/Special Education (PreK-3), (MAT)",Masters,In Person,No,Blended,https://catalog.memphis.edu/preview_program.php?catoid=31&poid=12567&hl=%22early+childhood%22&returnto=search
Tennessee,Vanderbilt University,Special Education/ Early Childhood Special Education (M.Ed),Masters,In Person,No,ECSE,https://peabody.vanderbilt.edu/academics/masters-programs/special-education-med/
Texas,Abilene Christian University,"Special Education Early Childhood and Elementary, BS (SPEL)",Bachelors,In Person,No,Dual,https://acu.edu/academics/undergraduate/special-education-early-childhood-and-elementary/
Texas,Angelo State University,Early Childhood to Grade 6 Generalist with All-Level Special Education Certification,Bachelors,Hybrid,No,Dual,https://www.angelo.edu/academics/programs/education-early-childhood-6-generalist-with-ech-12-special-ed/
Texas,Baylor University,BS Special Education,Bachelors,In Person,No,ECSE,https://edp.soe.baylor.edu/areas-study/special-education
Texas,Baylor University,Deaf Education Bachelors,Bachelors,In Person,No,ECSE,https://www.baylor.edu/csd/index.php?id=50551
Texas,Dallas Baptist University,Core Subjects Early Childhood-Grade 6 and Special Education Early Childhood-Grade 12 (BSEd),Bachelors,In Person,No,Dual,https://www.dbu.edu/education/index.html
Texas,Dallas Baptist University,Bachelors degree in Special Education with Special Education (EC-12 Special Education Certification),Bachelors,In Person,No,ECSE,https://catalog.dbu.edu/undergrad/education/bachelors/ec-through-12-certification-special-education
Texas,Houston Christian University,Elementary Education (EC-6) with Special Education Certification and ESL (BS),Bachelors,In Person,No,Dual,https://hc.edu/college-of-education-and-behavioral-sciences/degrees/bs-elementary-education-ec-6/
Texas,Huston-Tillotson University,BA in Education with a concentration in Special Education,Bachelors,In Person,No,ECSE,https://htu.edu/academics/colleges/cas/dept-of-educator-preparation
Texas,Lamar University,BS Interdisciplinary Early Childhood - 12 Special Education,Bachelors,In Person,No,ECSE,https://www.lamar.edu/catalog/degrees-and-programs/degree-course-requirements/ed/bs-interdisciplinary-ec-12-special-ed.html
Texas,Midwestern State University,BS Special Education EC-12 and General Education EC-6,Bachelors,In Person,No,Dual,https://catalog.msutexas.edu/preview_program.php?catoid=39&poid=5472&hl=Special+Education+Early+Childhood&returnto=search
Texas,Our Lady of the Lake University,"Interdisciplinary Studies, Special Education, BS",Bachelors,In Person,No,ECSE,https://www.ollusa.edu/cps/programs/education/index.html
Texas,Prairie View A&M University,bachelors + Interdisciplinary Studies (P-12) Special Education,Bachelors,In Person,No,ECSE,https://www.pvamu.edu/education/departments/curriculum-and-instruction/undergraduate/
Texas,Sam Houston State University,"Bachelor of Science, Major in Education, EC-6 Special Education Core",Bachelors,In Person,No,Dual,https://catalog.shsu.edu/undergraduate/colleges-academic-departments/education/school-of-teaching-and-learning/bs-education-ed-6-special-education-core/
Texas,Southwestern University,BSEd. Elementary (EC-grade 6) dual certification Special Education,Bachelors,In Person,No,Dual,https://www.southwestern.edu/education/
Texas,Stephen F. Austin State University,BS  interdisciplinary studies EC-6 plus Special Education Teaching Minor,Bachelors,Hybrid,No,Dual,https://www.sfasu.edu/edstudies/academics/special-ed
Texas,Stephen F. Austin State University,BS in Interdisciplinary Studies with concentration in Special Education (EC-12) All-Level Certification,Bachelors,Hybrid,No,ECSE,https://www.sfasu.edu/edstudies/academics/special-ed
Texas,Stephen F. Austin State University,BS in the Deaf and Hard of Hearing,Bachelors,In Person,No,ECSE,https://www.sfasu.edu/edstudies/academics/deaf-hard-of-hearing
Texas,Tarleton State University,All-Level Special Education with EC–6 Generalist/Core Subjects and ESL Supplemental,Bachelors,In Person,No,Dual,https://www.tarleton.edu/degrees/bachelors/bs-elementary-teacher-education/index.html
Texas,Texas A&M International University,BACHELOR OF SCIENCE IN ELEMENTARY EDUCATION AND TEACHING WITH A SPECIAL EDUCATION EMPHASIS (BS),Bachelors,In Person,No,Dual,https://catalog.tamiu.edu/undergraduate-information/education/bachelor-science-major-elementary-education-teaching-special-education-emphasis-bs/
Texas,Texas A&M University-Central Texas,Bachelor of Science Education - All Level Special Education,Bachelors,In Person,No,ECSE,http://catalog.tamuct.edu/undergraduate-programs/bach-education/#bacheloreducationspecialeducationtext
Texas,Texas A&M University-College Station,"BS, Special Education EC-12",Bachelors,In Person,No,Dual,https://catalog.tamu.edu/undergraduate/education-human-development/educational-psychology/education-bs-special-education-ec12/
Texas,Texas A&M University-Commerce,Education (BA/BS) Elementary Special Education (Grade EC-6) with Supplemental SpEd,Bachelors,Hybrid,No,Dual,https://www.tamuc.edu/programs/education-ba-bs-elementary-special-education/
Texas,Texas A&M University-Commerce,B.A./B.S. - Special Education All Levels,Bachelors,Hybrid,No,ECSE,https://www.tamuc.edu/programs/education-bs-special-education/?source=universalmenu
Texas,Texas A&M University-Kingsville,"Interdisciplinary Studies, B.S. - Special Education EC-12",Bachelors,In Person,No,ECSE,https://www.tamuk.edu/education/departments/tbed/undergraduateprograms.html
Texas,Texas A&M University-San Antonio,"Interdisciplinary Studies Special Education (Grades EC-12) with Dual Certification in Generalist (Grades EC-6), Bachelor of Science NO ESL",Bachelors,In Person,No,Dual,https://catalog.tamusa.edu/undergraduate/education-human-development/curriculum-instruction/interdisciplinary-studies-special-education-grades-ec-12-dual-certification-generalist-bs/
Texas,Texas A&M University-Texarkana,EC to Grade 6 Core Subject with Endorsement in Special Education,Bachelors,In Person,No,Dual,http://catalog.tamut.edu/arts-sciences-education/teacher-certifications/elementary-education/#overviewtext
Texas,Texas Christian University,Deaf and Hard of Hearing Studies BS,Bachelors,In Person,No,ECSE,https://www.tcu.edu/academics/programs/deaf-and-hard-of-hearing-studies.php#accd19e192-global-emphasis
Texas,Texas Southern University,"Interdisciplinary Studies (Special Education All Levels/EC-6 Concentration), Bachelor of Science",Bachelors,In Person,No,ECSE,http://www.tsu.edu/academics/colleges-and-schools/college-of-education/academics-departments/departments/curriculum-instruction/b-s-in-interdisciplinary-studies.html
Texas,Texas State University,"Bachelor of Science (B.S.) Major in Education (Special Education; Teacher Certification in Special Education, Early Childhood through Grade Twelve)",Bachelors,In Person,No,ECSE,https://www.education.txstate.edu/advising/Degree-Planning/Majors-and-Programs/ALSE.html
Texas,Texas Tech University,"Elementary EC-6 Certification, B.S. Special Education concentration",Bachelors,In Person,No,Dual,https://www.depts.ttu.edu/education/undergraduate/index.php
Texas,Texas Women's University,B.S. in Education (EC-6 Core Subjects with Deaf and Hard of Hearing),Bachelors,In Person,No,Dual,https://twu.edu/teacher-education/undergraduate-programs/
Texas,Texas Women's University,B.S. in Education (EC-6 Core Subjects with ESL and Special Education),Bachelors,In Person,No,Dual,https://catalog.twu.edu/undergraduate/professional-education/teacher-education/education-bs-ec-6-core-subjects-ESL-special-education/
Texas,Texas Women's University,B.S. in Education (EC-6 Core Subjects with Special Education),Bachelors,In Person,No,Dual,https://catalog.twu.edu/undergraduate/professional-education/teacher-education/education-bs-ec-6-core-subjects-special-education/
Texas,University of Houston,"Bachelor of Science, Teaching & Learning 
Early Childhood thru Sixth Grade (EC-6) Generalist 
Special Education EC-6",Bachelors,In Person,No,Dual,https://uh.edu/education/degree-programs/teaching-learning/
Texas,University of Houston- Victoria,Education - Early Childhood Grade 6 Core Subjects Certification with Additional Special Education Requirements,Bachelors,In Person,No,Dual,https://www.uhv.edu/education/undergraduate-degrees/teacher-certification/early-childhood-through-sixth-grade/
Texas,University of Houston-Clear Lake,Education B.S. with Core Subjects EC-6 and Special Education EC-12,Bachelors,In Person,No,Dual,https://www.uhcl.edu/academics/degrees/bs-in-education-with-core-subjects-ec-6-and-special-education-ec-12
Texas,University of Houston-Downtown,Core Subjects EC-6 with EC-12 Special Education and ESL Supplemental certification,Bachelors,In Person,No,Dual,https://www.uhd.edu/academics/public-service/urban-education/sp-ed/index.aspx
Texas,University of North Texas at Dallas,"Education, (Grades EC-6 Core Subjects and Special Education, EC-12), BS",Bachelors,In Person,No,Dual,https://catalog.untdallas.edu/preview_program.php?catoid=25&poid=1352&hl=interdisciplinary&returnto=search
Texas,University of North Texas at Denton,Early Childhood EC-6 with Science of Teaching Reading with EC-12 Special Education,Bachelors,In Person,No,Dual,http://catalog.unt.edu/preview_program.php?catoid=30&poid=12790&returnto=3312
Texas,University of St. Thomas,Dual Certification Generalist and Supplemental Special Education EC – 6,Bachelors,In Person,No,Dual,https://www.stthom.edu/Academics/School-of-Education-and-Human-Services/Education-Degrees-Programs/Undergraduate-Degrees/Undergraduate-Education/Special-Education-Program.aqf
Texas,University of Texas at Arlington,Bachelor of Science in Education with EC-12 Special Education and EC-6 Core Subjects Teacher Certification,Bachelors,In Person,No,Dual,https://catalog.uta.edu/education/curriculum/undergraduate/#bachelorstext
Texas,University of Texas at Austin,All-Level (Early childhood – 12th grade) Generic Special Education,Bachelors,In Person,No,ECSE,https://education.utexas.edu/academics/bachelors/all-level-special-education/
Texas,University of Texas at El Paso,BS in Education (PK-12): Special Education (ASPE)-,Bachelors,In Person,No,ECSE,http://catalog.utep.edu/undergrad/college-of-education/teacher-education/bs-education/
Texas,University of Texas at San Antonio,Bachelor of Arts Degree in Interdisciplinary Studies (EC–12 Special Education Certification Concentration),Bachelors,In Person,No,ECSE,https://catalog.utsa.edu/undergraduate/educationhumandevelopment/interdisciplinarylearningteaching/#degreestext
Texas,University of Texas at Tyler,Bachelor of Science in Interdisciplinary Studies - Early Childhood - Grade 6 Certification with SpEd Supplemental,Bachelors,In Person,No,Dual,https://www.uttyler.edu/education/undergraduate/interdiciplinary-studies-ec6.php
Texas,University of Texas of the Permian Basin,BA Early Childhood: PK-3 with Special Education,Bachelors,In Person,No,Dual,https://www.utpb.edu/academics/programs/special-education/special-education
Texas,University of Texas of the Permian Basin,"Child and Family Studies, BA - Learning and Development Track with Development",Bachelors,Online,No,Dual,https://www.utpb.edu/academics/programs/child-family-studies/ba-child-family-studies-learning-development#top
Texas,University of Texas of the Permian Basin,Teacher Certification - EC-6 with Special Education EC-12,Bachelors,Online,No,Dual,https://www.utpb.edu/academics/programs/teaching-certification/teacher-certificate-bachelor-degree/
Texas,University of Texas Rio Grande Valley,"Early Care and Early Childhood Studies, Bachelor of Science + Special Education Minor",Bachelors,In Person,No,Dual,https://www.utrgv.edu/hdss/degrees-programs/undergraduate-programs/early-childhood-and-early-care-studies-certification-bs/index.htm
Texas,University of Texas Rio Grande Valley,"Interdisciplinary Studies (Special Education EC-6th Certification), Bachelor of Interdisciplinary Studies",Bachelors,In Person,No,Dual,https://www.utrgv.edu/programs/bis-education-cert-6.htm
Texas,University of the Incarnate Word,Bachelor of Arts in Elementary Education EC to Grade 6 with Sped Minor,Bachelors,In Person,No,Dual,https://www.uiw.edu/education/academics/undergraduate/bachelors-in-interdisciplinary-studies.html
Texas,Wayland Baptist University,"Elementary Education (grades EC-6) with Special Education (grades EC-12), B.S.I.S.",Bachelors,In Person,No,Dual,https://www.wbu.edu/academics/schools/school-of-education/program-and-majors/index.htm
Texas,West Texas A & M,Special Education (Grades EC-12) Teaching Certification (Interdisciplinary Studies B.S.),Bachelors,In Person,No,ECSE,https://catalog.wtamu.edu/preview_program.php?catoid=29&poid=4729&hl=Special+Education+&returnto=search
Texas,Abilene Christian University,"Early Childhood/Elementary Certification, BS (IDSC) with Supplemental Special Education Certification",Certificate in conjunction with a Bachelors,In Person,No,Dual,https://acu.edu/academics/undergraduate/bachelor-of-science-early-childhood-and-elementary-education/
Texas,East Texas Baptist University,Bachelor of Science Elementary Education Major EC-6 (B.S.E.) with SPECIAL EDUCATION SUPPLEMENTAL CERTIFICATION,Certificate in conjunction with a Bachelors,In Person,No,Dual,https://www.etbu.edu/academics/academic-schools/school-education/department-teacher-education/programs/elementary-education-major-ec-6-bse
Texas,Hardin-Simmons University,BS EC-Grade 6 + Special Education Supplemental Certificate EC-6,Certificate in conjunction with a Bachelors,In Person,No,Dual,https://www.hsutx.edu/academics/undergraduate-majors-minors/special-education-certification/
